ID	profiled_SRR1748816_1	profiled_SRR1748816_2
#SampleID	Metaphlan2_Analysis	Metaphlan2_Analysis
k__Bacteria	66.70797	100.0
k__Bacteria|p__Firmicutes	3.98009	5.94151
k__Bacteria|p__Firmicutes|c__Bacilli	3.98009	5.94151
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	3.84794	5.73795
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	3.84794	5.73795
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Exiguobacterium	3.84794	5.73795
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Exiguobacterium|s__Exiguobacterium_unclassified	3.84794	5.73795
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.13216	0.20356
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	0.13216	0.20356
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus	0.13216	0.20356
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus_viridans	0.13216	0.20356
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus_viridans|t__Aerococcus_viridans_unclassified	0.13216	0.20356
k__Bacteria|p__Proteobacteria	62.72788	94.05849
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.04425	0.01618
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.04425	0.01618
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	0.01736	0.00634
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter	0.01736	0.00634
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_piechaudii	0.0	0.00634
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_piechaudii|t__Achromobacter_piechaudii_unclassified	0.0	0.00634
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_unclassified	0.01736	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0.02689	0.00984
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia	0.02689	0.00984
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_unclassified	0.02689	0.00984
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	62.68363	94.04231
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	34.8975	52.18388
